"Date","Price","Open","High","Low","Vol.","Change %"
"12-05-2023","2.438","2.342","2.495","2.310","131.02K","3.97%"
"11-05-2023","2.345","2.331","2.389","2.310","89.13K","0.39%"
"10-05-2023","2.336","2.415","2.415","2.315","108.74K","-3.75%"
"09-05-2023","2.427","2.416","2.463","2.360","94.18K","0.62%"
"08-05-2023","2.412","2.329","2.424","2.320","91.22K","3.92%"
"05-05-2023","2.321","2.281","2.349","2.233","76.70K","1.04%"
"04-05-2023","2.297","2.347","2.374","2.275","62.91K","-2.67%"
"03-05-2023","2.360","2.428","2.443","2.312","71.92K","-2.36%"
"02-05-2023","2.417","2.501","2.524","2.389","66.07K","-3.24%"
"01-05-2023","2.498","2.568","2.582","2.473","56.18K","-3.10%"
"28-04-2023","2.578","2.538","2.700","2.484","81.15K","1.18%"
"27-04-2023","2.548","2.510","2.567","2.465","54.02K","10.54%"
"26-04-2023","2.305","2.385","2.413","2.274","149.63K","-5.42%"
"25-04-2023","2.437","2.466","2.468","2.368","135.04K","-1.38%"
"24-04-2023","2.471","2.395","2.484","2.364","117.96K","2.62%"
"21-04-2023","2.408","2.374","2.448","2.350","84.07K","-0.78%"
"20-04-2023","2.427","2.361","2.436","2.316","91.51K","1.34%"
"19-04-2023","2.395","2.526","2.543","2.356","97.93K","-4.85%"
"18-04-2023","2.517","2.446","2.533","2.396","76.04K","2.99%"
"17-04-2023","2.444","2.326","2.458","2.326","103.18K","6.03%"
"14-04-2023","2.305","2.209","2.316","2.143","96.78K","4.92%"
"13-04-2023","2.197","2.257","2.302","2.184","94.26K","-3.09%"
"12-04-2023","2.267","2.373","2.384","2.241","113.79K","-3.57%"
"11-04-2023","2.351","2.372","2.420","2.306","92.12K","-0.42%"
"10-04-2023","2.361","2.240","2.419","2.240","91.61K","5.50%"
"06-04-2023","2.238","2.375","2.400","2.220","51.99K","-6.01%"
"05-04-2023","2.381","2.332","2.421","2.300","35.43K","1.58%"
"04-04-2023","2.344","2.348","2.385","2.310","40.30K","0.47%"
"03-04-2023","2.333","2.345","2.398","2.280","49.01K","-5.35%"
"31-03-2023","2.465","2.352","2.488","2.321","43.80K","4.54%"
"30-03-2023","2.358","2.455","2.455","2.336","37.26K","7.97%"
"29-03-2023","2.184","2.161","2.225","2.103","155.18K","1.72%"
"28-03-2023","2.147","2.221","2.260","2.142","156.20K","-3.07%"
"27-03-2023","2.215","2.288","2.299","2.184","143.18K","-6.18%"
"24-03-2023","2.361","2.277","2.382","2.267","122.74K","3.42%"
"23-03-2023","2.283","2.354","2.383","2.263","106.54K","-1.04%"
"22-03-2023","2.307","2.456","2.462","2.287","133.98K","-7.16%"
"21-03-2023","2.485","2.339","2.493","2.240","151.46K","6.61%"
"20-03-2023","2.331","2.460","2.521","2.324","101.86K","-4.70%"
"17-03-2023","2.446","2.638","2.639","2.436","101.40K","-6.85%"
"16-03-2023","2.626","2.590","2.657","2.527","93.85K","3.14%"
"15-03-2023","2.546","2.696","2.710","2.499","117.57K","-5.35%"
"14-03-2023","2.690","2.740","2.789","2.650","75.91K","-1.32%"
"13-03-2023","2.726","2.566","2.751","2.514","112.03K","6.53%"
"10-03-2023","2.559","2.629","2.691","2.554","80.58K","-4.62%"
"09-03-2023","2.683","2.754","2.797","2.614","88.69K","-1.11%"
"08-03-2023","2.713","2.821","2.850","2.687","91.28K","-4.47%"
"07-03-2023","2.840","2.769","2.850","2.673","95.46K","4.03%"
"06-03-2023","2.730","2.954","2.954","2.688","132.81K","-13.09%"
"03-03-2023","3.141","2.916","3.156","2.904","97.38K","8.35%"
"02-03-2023","2.899","2.938","2.994","2.848","61.85K","-1.50%"
"01-03-2023","2.943","2.884","2.969","2.788","89.85K","2.79%"
"28-02-2023","2.863","2.842","2.898","2.701","97.49K","0.35%"
"27-02-2023","2.853","2.811","2.863","2.700","95.21K","11.97%"
"24-02-2023","2.548","2.464","2.587","2.415","168.13K","4.77%"
"23-02-2023","2.432","2.295","2.488","2.235","207.38K","5.83%"
"22-02-2023","2.298","2.188","2.422","2.113","207.99K","5.56%"
"21-02-2023","2.177","2.306","2.373","2.162","175.52K","-6.33%"
"20-02-2023","2.324","2.304","2.373","2.271","","0.82%"
"19-02-2023","2.305","2.303","2.306","2.284","","-2.00%"
"17-02-2023","2.352","2.485","2.521","2.304","132.58K","-5.35%"
"16-02-2023","2.485","2.554","2.635","2.455","101.08K","-2.74%"
"15-02-2023","2.555","2.686","2.693","2.531","106.90K","-3.66%"
"14-02-2023","2.652","2.522","2.700","2.518","120.08K","6.12%"
"13-02-2023","2.499","2.663","2.689","2.473","144.73K","-4.14%"
"10-02-2023","2.607","2.513","2.670","2.475","135.22K","4.61%"
"09-02-2023","2.492","2.497","2.578","2.441","112.91K","0.61%"
"08-02-2023","2.477","2.667","2.734","2.450","93.35K","-7.02%"
"07-02-2023","2.664","2.569","2.690","2.500","119.36K","5.09%"
"06-02-2023","2.535","2.495","2.570","2.447","64.96K","2.22%"
"03-02-2023","2.480","2.525","2.585","2.416","63.36K","-1.67%"
"02-02-2023","2.522","2.579","2.652","2.502","70.79K","-0.55%"
"01-02-2023","2.536","2.789","2.836","2.532","88.09K","-7.48%"
"31-01-2023","2.741","2.738","2.809","2.668","80.03K","0.37%"
"30-01-2023","2.731","2.750","2.807","2.661","61.80K","-4.14%"
"27-01-2023","2.849","2.853","2.908","2.747","128.69K","0.04%"
"26-01-2023","2.848","2.873","2.891","2.680","222.21K","-2.30%"
"25-01-2023","2.915","3.065","3.078","2.860","152.92K","-4.65%"
"24-01-2023","3.057","3.228","3.300","3.031","133.73K","-5.12%"
"23-01-2023","3.222","3.216","3.243","2.992","139.30K","6.13%"
"20-01-2023","3.036","3.076","3.191","2.985","85.86K","-2.82%"
"19-01-2023","3.124","3.100","3.198","3.056","77.46K","0.42%"
"18-01-2023","3.111","3.294","3.332","3.087","85.81K","-4.37%"
"17-01-2023","3.253","3.283","3.440","3.237","97.11K","-11.48%"
"16-01-2023","3.675","3.601","3.696","3.524","","2.05%"
"15-01-2023","3.601","3.591","3.615","3.554","","12.67%"
"13-01-2023","3.196","3.356","3.392","3.169","83.11K","-4.74%"
"12-01-2023","3.355","3.396","3.556","3.309","79.52K","0.27%"
"11-01-2023","3.346","3.289","3.420","3.137","93.60K","0.97%"
"10-01-2023","3.314","3.541","3.549","3.261","74.99K","-6.99%"
"09-01-2023","3.563","3.476","3.714","3.449","95.69K","5.04%"
"06-01-2023","3.392","3.462","3.495","3.283","67.70K","-0.99%"
"05-01-2023","3.426","3.776","3.789","3.414","70.02K","-9.37%"
"04-01-2023","3.780","3.658","3.810","3.595","56.71K","3.82%"
"03-01-2023","3.641","4.005","4.005","3.620","66.04K","-12.12%"
"02-01-2023","4.143","4.222","4.222","4.072","","0.95%"
"30-12-2022","4.104","4.147","4.167","4.015","37.81K","-0.32%"
"29-12-2022","4.117","4.269","4.279","4.020","40.40K","-12.12%"
"28-12-2022","4.685","5.080","5.083","4.462","115.02K","-8.46%"
"27-12-2022","5.118","5.190","5.245","4.990","85.03K","-0.51%"
"26-12-2022","5.144","5.179","5.188","5.037","","3.29%"
"23-12-2022","4.980","5.014","5.139","4.779","87.38K","1.06%"
"22-12-2022","4.928","5.356","5.526","4.905","82.27K","-5.92%"
"21-12-2022","5.238","5.232","5.481","5.175","55.52K","0.42%"
"20-12-2022","5.216","5.678","5.765","5.167","77.84K","-8.65%"
"19-12-2022","5.710","5.935","6.085","5.634","65.66K","-9.41%"
"16-12-2022","6.303","6.539","6.546","5.960","48.45K","-4.34%"
"15-12-2022","6.589","6.174","6.646","6.163","63.69K","5.93%"
"14-12-2022","6.220","6.760","6.764","6.138","52.19K","-7.62%"
"13-12-2022","6.733","6.341","6.871","6.337","55.83K","4.94%"
"12-12-2022","6.416","6.687","6.807","6.320","62.49K","5.49%"
"09-12-2022","6.082","5.792","6.192","5.680","48.19K","4.50%"
"08-12-2022","5.820","5.707","6.007","5.649","49.95K","3.61%"
"07-12-2022","5.617","5.300","5.719","5.298","67.44K","4.44%"
"06-12-2022","5.378","5.542","5.587","5.256","42.69K","-1.93%"
"05-12-2022","5.484","5.850","5.949","5.468","48.48K","-11.10%"
"02-12-2022","6.169","6.714","6.729","6.109","29.96K","-6.97%"
"01-12-2022","6.631","6.839","7.075","6.600","28.55K","-2.74%"
"30-11-2022","6.818","7.100","7.159","6.700","42.66K","-3.75%"
"29-11-2022","7.084","7.120","7.249","6.944","38.40K","-1.56%"
"28-11-2022","7.196","7.301","7.386","6.929","105.91K","-1.83%"
"25-11-2022","7.330","7.727","7.804","7.201","97.87K","2.13%"
"24-11-2022","7.177","7.307","7.404","7.100","","-6.89%"
"23-11-2022","7.708","7.525","8.177","7.505","154.60K","4.08%"
"22-11-2022","7.406","7.183","7.550","6.899","107.98K","2.53%"
"21-11-2022","7.223","6.796","7.273","6.571","84.47K","7.55%"
"18-11-2022","6.716","6.758","6.831","6.425","58.64K","-0.42%"
"17-11-2022","6.744","6.612","6.912","6.554","72.24K","2.07%"
"16-11-2022","6.607","6.503","6.637","6.132","68.55K","3.32%"
"15-11-2022","6.395","6.434","6.531","6.190","42.66K","1.52%"
"14-11-2022","6.299","6.491","6.742","6.260","55.52K","0.57%"
"11-11-2022","6.263","6.540","6.864","6.172","60.95K","-5.29%"
"10-11-2022","6.613","6.299","6.637","6.143","57.65K","6.23%"
"09-11-2022","6.225","6.596","6.745","6.131","84.86K","-4.58%"
"08-11-2022","6.524","7.024","7.162","6.454","89.02K","-9.94%"
"07-11-2022","7.244","7.268","7.501","6.921","92.52K","7.25%"
"04-11-2022","6.754","6.298","6.873","6.267","51.46K","6.70%"
"03-11-2022","6.330","6.522","6.543","6.230","37.80K","-3.93%"
"02-11-2022","6.589","6.179","6.620","6.160","42.31K","8.37%"
"01-11-2022","6.080","6.561","6.565","6.011","67.23K","-7.98%"
"31-10-2022","6.607","6.092","6.617","6.086","64.95K","10.99%"
"28-10-2022","5.953","6.114","6.153","5.824","35.77K","1.33%"
"27-10-2022","5.875","6.190","6.198","5.710","118.81K","-3.99%"
"26-10-2022","6.119","6.259","6.265","5.828","125.69K","-0.76%"
"25-10-2022","6.166","5.739","6.281","5.727","112.87K","7.18%"
"24-10-2022","5.753","5.464","5.844","5.345","87.25K","5.14%"
"21-10-2022","5.472","5.784","5.851","5.393","82.76K","-6.27%"
"20-10-2022","5.838","5.908","6.044","5.738","64.63K","-1.52%"
"19-10-2022","5.928","6.175","6.271","5.893","55.18K","-4.95%"
"18-10-2022","6.237","6.474","6.531","6.150","53.28K","-3.74%"
"17-10-2022","6.479","6.680","6.737","6.382","70.12K","-5.10%"
"14-10-2022","6.827","6.989","7.051","6.772","54.80K","-3.20%"
"13-10-2022","7.053","6.795","7.084","6.672","61.88K","4.24%"
"12-10-2022","6.766","6.945","7.127","6.728","50.20K","-2.34%"
"11-10-2022","6.928","6.891","6.991","6.723","44.66K","2.12%"
"10-10-2022","6.784","6.936","7.205","6.759","51.33K","-3.73%"
"07-10-2022","7.047","7.140","7.226","6.911","45.82K","-2.69%"
"06-10-2022","7.242","7.225","7.436","7.145","40.55K","0.08%"
"05-10-2022","7.236","7.152","7.352","6.984","23.97K","0.86%"
"04-10-2022","7.174","6.860","7.239","6.660","42.93K","5.45%"
"03-10-2022","6.803","7.111","7.111","6.626","35.21K","-3.71%"
"30-09-2022","7.065","7.144","7.322","6.990","36.28K","-1.08%"
"29-09-2022","7.142","7.271","7.370","6.865","23.25K","2.69%"
"28-09-2022","6.955","6.775","7.041","6.562","98.40K","2.88%"
"27-09-2022","6.760","7.055","7.240","6.740","130.92K","-3.62%"
"26-09-2022","7.014","7.017","7.126","6.692","81.08K","0.31%"
"23-09-2022","6.992","7.274","7.374","6.867","123.60K","-2.79%"
"22-09-2022","7.193","7.800","7.825","7.168","94.31K","-8.10%"
"21-09-2022","7.827","7.792","8.179","7.609","60.25K","0.71%"
"20-09-2022","7.772","7.929","8.037","7.703","42.91K","-0.41%"
"19-09-2022","7.804","7.751","7.961","7.455","46.34K","-0.09%"
"16-09-2022","7.811","8.349","8.367","7.766","54.36K","-6.70%"
"15-09-2022","8.372","9.134","9.159","8.260","63.98K","-8.67%"
"14-09-2022","9.167","8.414","9.292","8.376","73.71K","10.00%"
"13-09-2022","8.334","8.434","8.501","8.211","52.48K","0.57%"
"12-09-2022","8.287","8.121","8.447","7.911","61.49K","3.02%"
"09-09-2022","8.044","8.018","8.255","7.946","50.67K","0.92%"
"08-09-2022","7.971","7.900","8.120","7.834","61.12K","0.89%"
"07-09-2022","7.901","8.118","8.355","7.828","47.90K","-3.79%"
"06-09-2022","8.212","9.058","9.176","7.900","59.72K","-5.76%"
"05-09-2022","8.714","8.980","8.995","8.710","","-2.95%"
"04-09-2022","8.979","9.086","9.096","8.946","","1.46%"
"02-09-2022","8.850","9.259","9.310","8.692","35.02K","-5.14%"
"01-09-2022","9.330","9.194","9.454","9.074","42.44K","1.53%"
"31-08-2022","9.189","9.141","9.341","8.879","27.11K","0.94%"
"30-08-2022","9.103","9.318","9.365","8.933","27.72K","-2.50%"
"29-08-2022","9.336","9.605","9.711","8.980","89.28K","0.72%"
"26-08-2022","9.269","9.336","9.640","9.160","83.80K","-0.80%"
"25-08-2022","9.344","9.197","9.392","9.147","56.51K","0.47%"
"24-08-2022","9.300","9.196","9.408","9.063","72.19K","1.58%"
"23-08-2022","9.155","9.780","9.987","9.021","86.53K","-5.10%"
"22-08-2022","9.647","9.159","9.950","9.143","60.48K","3.56%"
"19-08-2022","9.315","9.153","9.370","8.860","41.66K","1.58%"
"18-08-2022","9.170","9.159","9.640","8.862","55.45K","-0.63%"
"17-08-2022","9.228","9.346","9.650","9.100","45.92K","-0.89%"
"16-08-2022","9.311","8.798","9.390","8.773","53.22K","6.88%"
"15-08-2022","8.712","8.668","8.912","8.383","30.13K","-0.37%"
"12-08-2022","8.744","8.706","8.900","8.510","34.10K","-1.34%"
"11-08-2022","8.863","8.210","8.979","8.171","67.20K","8.18%"
"10-08-2022","8.193","7.848","8.254","7.703","45.99K","4.70%"
"09-08-2022","7.825","7.670","7.880","7.618","40.53K","3.26%"
"08-08-2022","7.578","7.850","7.909","7.536","49.58K","-5.88%"
"05-08-2022","8.051","8.142","8.229","7.894","55.05K","-0.78%"
"04-08-2022","8.114","8.279","8.432","7.800","28.70K","-1.79%"
"03-08-2022","8.262","7.666","8.460","7.557","41.58K","7.33%"
"02-08-2022","7.698","8.180","8.196","7.618","36.47K","-6.80%"
"01-08-2022","8.260","7.894","8.276","7.735","34.29K","0.63%"
"29-07-2022","8.208","8.160","8.356","7.995","25.60K","1.11%"
"28-07-2022","8.118","8.600","8.800","8.095","27.79K","-5.10%"
"27-07-2022","8.554","8.701","8.990","8.345","105.22K","-3.07%"
"26-07-2022","8.825","8.667","9.419","8.568","146.56K","2.96%"
"25-07-2022","8.571","8.273","8.704","8.202","79.05K","4.59%"
"22-07-2022","8.195","7.780","8.293","7.652","86.58K","4.86%"
"21-07-2022","7.815","7.769","8.045","7.485","84.55K","-1.06%"
"20-07-2022","7.899","7.200","7.925","7.057","75.27K","10.48%"
"19-07-2022","7.150","7.329","7.453","7.017","58.01K","-3.14%"
"18-07-2022","7.382","7.021","7.460","6.987","52.89K","6.58%"
"15-07-2022","6.926","6.584","7.047","6.351","49.32K","6.37%"
"14-07-2022","6.511","6.544","6.806","6.461","69.08K","-1.18%"
"13-07-2022","6.589","6.125","6.683","6.058","67.36K","9.43%"
"12-07-2022","6.021","6.395","6.647","5.895","73.23K","-4.72%"
"11-07-2022","6.319","6.314","6.590","6.160","70.94K","5.90%"
"08-07-2022","5.967","6.180","6.263","5.948","61.70K","-4.71%"
"07-07-2022","6.262","5.508","6.338","5.464","47.17K","14.23%"
"06-07-2022","5.482","5.430","5.699","5.349","28.36K","-0.09%"
"05-07-2022","5.487","5.679","5.883","5.324","44.02K","-6.25%"
"04-07-2022","5.853","5.712","5.905","5.606","","2.52%"
"03-07-2022","5.709","5.701","5.734","5.678","","-0.05%"
"01-07-2022","5.712","5.599","5.909","5.557","49.27K","5.93%"
"30-06-2022","5.392","6.425","6.575","5.327","74.70K","-16.96%"
"29-06-2022","6.493","6.609","6.812","6.401","34.69K","-1.17%"
"28-06-2022","6.570","6.468","6.738","6.417","90.79K","0.37%"
"27-06-2022","6.546","6.188","6.597","6.065","101.37K","4.22%"
"24-06-2022","6.281","6.260","6.407","6.062","84.61K","-0.03%"
"23-06-2022","6.283","6.829","6.854","6.237","112.23K","-8.57%"
"22-06-2022","6.872","6.816","6.950","6.554","54.83K","1.31%"
"21-06-2022","6.783","6.790","6.948","6.531","67.30K","1.04%"
"20-06-2022","6.713","6.706","6.840","6.635","","0.16%"
"19-06-2022","6.702","6.752","6.758","6.659","","-2.95%"
"17-06-2022","6.906","7.422","7.566","6.852","56.89K","-7.15%"
"16-06-2022","7.438","7.467","7.981","7.305","55.12K","0.43%"
"15-06-2022","7.406","7.259","7.681","7.205","53.88K","3.15%"
"14-06-2022","7.180","8.688","8.885","7.010","137.51K","-16.70%"
"13-06-2022","8.619","8.888","8.968","8.388","71.30K","-2.80%"
"10-06-2022","8.867","9.011","9.161","8.635","61.07K","-1.24%"
"09-06-2022","8.978","8.612","9.041","8.022","104.72K","3.45%"
"08-06-2022","8.679","9.347","9.645","8.447","116.44K","-6.46%"
"07-06-2022","9.278","9.365","9.514","9.187","68.45K","-0.30%"
"06-06-2022","9.306","8.696","9.383","8.696","32.88K","9.35%"
"03-06-2022","8.510","8.406","8.677","8.257","22.80K","0.42%"
"02-06-2022","8.474","8.751","9.040","8.370","29.36K","-2.44%"
"01-06-2022","8.686","8.250","8.779","8.143","29.20K","6.73%"
"31-05-2022","8.138","8.870","8.897","8.111","34.63K","-6.31%"
"30-05-2022","8.686","8.819","8.908","8.598","","-1.46%"
"29-05-2022","8.815","8.829","8.841","8.701","","1.18%"
"27-05-2022","8.712","8.797","8.875","8.275","22.81K","-2.06%"
"26-05-2022","8.895","8.978","9.447","8.626","163.27K","-1.09%"
"25-05-2022","8.993","8.876","9.437","8.798","132.24K","1.78%"
"24-05-2022","8.836","8.819","9.014","8.683","89.42K","0.10%"
"23-05-2022","8.827","8.188","8.906","7.950","87.27K","7.94%"
"20-05-2022","8.178","8.192","8.285","7.943","49.77K","-2.64%"
"19-05-2022","8.400","8.348","8.591","8.000","69.13K","-0.65%"
"18-05-2022","8.455","8.410","8.640","8.253","44.44K","0.73%"
"17-05-2022","8.394","8.112","8.457","8.112","40.67K","4.23%"
"16-05-2022","8.053","7.826","8.276","7.765","56.71K","3.71%"
"13-05-2022","7.765","7.776","8.022","7.618","57.74K","-0.89%"
"12-05-2022","7.835","7.749","7.884","7.348","62.46K","1.40%"
"11-05-2022","7.727","7.395","7.803","7.385","62.46K","3.48%"
"10-05-2022","7.467","7.108","7.543","6.521","90.33K","5.08%"
"09-05-2022","7.106","7.945","8.370","7.045","120.27K","-12.57%"
"06-05-2022","8.128","8.896","9.052","8.039","81.13K","-8.06%"
"05-05-2022","8.841","8.457","8.965","8.178","49.02K","4.36%"
"04-05-2022","8.472","7.899","8.542","7.815","53.02K","5.57%"
"03-05-2022","8.025","7.656","8.250","7.643","83.05K","6.07%"
"02-05-2022","7.566","7.511","7.701","7.331","73.58K","2.87%"
"29-04-2022","7.355","7.044","7.447","6.919","52.95K","5.16%"
"28-04-2022","6.994","7.494","7.517","6.985","68.51K","-4.70%"
"27-04-2022","7.339","7.009","7.524","6.956","155.33K","5.17%"
"26-04-2022","6.978","6.963","7.175","6.790","135.73K","2.54%"
"25-04-2022","6.805","6.517","7.112","6.471","114.27K","2.13%"
"22-04-2022","6.663","7.076","7.214","6.560","95.25K","-6.10%"
"21-04-2022","7.096","6.954","7.274","6.832","76.73K","0.44%"
"20-04-2022","7.065","7.369","7.496","6.894","78.26K","-2.91%"
"19-04-2022","7.277","7.908","8.075","7.052","98.50K","-8.56%"
"18-04-2022","7.958","7.490","8.197","7.488","94.94K","7.21%"
"14-04-2022","7.423","7.140","7.465","7.064","85.25K","4.61%"
"13-04-2022","7.096","6.791","7.193","6.735","74.25K","4.92%"
"12-04-2022","6.763","6.784","7.025","6.680","76.04K","0.59%"
"11-04-2022","6.723","6.458","6.800","6.327","56.92K","5.77%"
"08-04-2022","6.356","6.484","6.615","6.338","60.00K","-1.24%"
"07-04-2022","6.436","6.189","6.517","6.080","62.49K","5.39%"
"06-04-2022","6.107","6.175","6.469","6.080","56.57K","-0.02%"
"05-04-2022","6.108","5.864","6.277","5.847","53.63K","5.44%"
"04-04-2022","5.793","5.813","5.928","5.728","60.08K","-0.03%"
"01-04-2022","5.795","5.694","5.850","5.575","54.25K","1.65%"
"31-03-2022","5.701","5.631","5.887","5.516","47.66K","0.76%"
"30-03-2022","5.658","5.364","5.677","5.326","39.61K","6.15%"
"29-03-2022","5.330","5.500","5.527","5.316","111.30K","-3.76%"
"28-03-2022","5.538","5.595","5.707","5.452","105.61K","-1.30%"
"25-03-2022","5.611","5.469","5.617","5.386","84.02K","3.03%"
"24-03-2022","5.446","5.158","5.508","5.114","99.25K","3.26%"
"23-03-2022","5.274","5.184","5.364","5.135","63.05K","0.90%"
"22-03-2022","5.227","4.983","5.244","4.907","86.52K","5.94%"
"21-03-2022","4.934","4.927","5.008","4.791","46.28K","0.65%"
"18-03-2022","4.902","4.969","4.989","4.849","46.84K","-2.37%"
"17-03-2022","5.021","4.805","5.031","4.724","60.97K","4.95%"
"16-03-2022","4.784","4.685","4.812","4.645","58.60K","3.62%"
"15-03-2022","4.617","4.722","4.722","4.509","55.85K","-1.81%"
"14-03-2022","4.702","4.749","4.797","4.555","40.01K","-1.34%"
"11-03-2022","4.766","4.696","4.837","4.666","51.22K","2.08%"
"10-03-2022","4.669","4.561","4.707","4.538","54.15K","2.37%"
"09-03-2022","4.561","4.615","4.664","4.488","52.78K","-0.04%"
"08-03-2022","4.563","4.848","4.909","4.541","87.82K","-6.07%"
"07-03-2022","4.858","5.057","5.199","4.809","71.58K","-3.53%"
"04-03-2022","5.036","4.763","5.060","4.758","59.64K","6.33%"
"03-03-2022","4.736","4.813","4.949","4.653","86.53K","-1.07%"
"02-03-2022","4.787","4.631","4.928","4.630","80.45K","4.11%"
"01-03-2022","4.598","4.425","4.649","4.361","61.82K","4.03%"
"28-02-2022","4.420","4.630","4.700","4.392","51.67K","-1.45%"
"25-02-2022","4.485","4.591","4.724","4.435","48.17K","-3.36%"
"24-02-2022","4.641","4.592","4.938","4.555","184.11K","1.05%"
"23-02-2022","4.593","4.466","4.685","4.437","136.53K","2.96%"
"22-02-2022","4.461","4.505","4.746","4.409","141.92K","-5.19%"
"21-02-2022","4.705","4.580","4.745","4.520","","2.75%"
"20-02-2022","4.579","4.529","4.598","4.527","","4.62%"
"18-02-2022","4.377","4.451","4.585","4.306","98.02K","-1.20%"
"17-02-2022","4.430","4.532","4.645","4.343","92.86K","-3.11%"
"16-02-2022","4.572","4.306","4.592","4.279","103.91K","7.80%"
"15-02-2022","4.241","4.147","4.336","4.125","83.26K","1.95%"
"14-02-2022","4.160","4.070","4.186","4.019","71.38K","5.72%"
"11-02-2022","3.935","3.923","4.045","3.872","101.61K","-0.20%"
"10-02-2022","3.943","4.000","4.033","3.867","76.76K","-0.93%"
"09-02-2022","3.980","4.178","4.229","3.955","78.05K","-5.64%"
"08-02-2022","4.218","4.238","4.343","4.157","76.34K","0.48%"
"07-02-2022","4.198","4.329","4.409","4.100","96.42K","-6.54%"
"04-02-2022","4.492","4.750","4.861","4.410","85.89K","-4.83%"
"03-02-2022","4.720","4.966","5.009","4.617","82.15K","-6.42%"
"02-02-2022","5.044","4.681","5.053","4.664","164.67K","10.30%"
"01-02-2022","4.573","4.696","4.736","4.474","66.06K","-2.18%"
"31-01-2022","4.675","4.637","4.803","4.533","81.26K","4.52%"
"28-01-2022","4.473","4.222","4.629","4.192","137.04K","4.44%"
"27-01-2022","4.283","4.000","4.420","3.990","193.25K","6.12%"
"26-01-2022","4.036","3.885","4.194","3.856","158.50K","3.65%"
"25-01-2022","3.894","3.811","3.919","3.761","91.17K","0.49%"
"24-01-2022","3.875","3.709","3.912","3.693","90.92K","2.46%"
"21-01-2022","3.782","3.680","3.829","3.669","75.32K","3.64%"
"20-01-2022","3.649","3.834","3.868","3.629","97.44K","-5.10%"
"19-01-2022","3.845","4.071","4.119","3.834","84.60K","-5.01%"
"18-01-2022","4.048","4.143","4.180","4.002","77.07K","-5.33%"
"17-01-2022","4.276","4.330","4.353","4.216","","-1.36%"
"16-01-2022","4.335","4.338","4.350","4.323","","6.22%"
"14-01-2022","4.081","4.010","4.097","3.933","67.72K","1.90%"
"13-01-2022","4.005","4.296","4.329","3.990","115.34K","-7.44%"
"12-01-2022","4.327","3.948","4.356","3.926","125.21K","9.05%"
"11-01-2022","3.968","3.868","3.980","3.787","76.68K","3.50%"
"10-01-2022","3.834","3.910","3.966","3.764","89.08K","2.90%"
"07-01-2022","3.726","3.716","3.803","3.664","66.76K","1.53%"
"06-01-2022","3.670","3.679","3.757","3.647","45.46K","-1.08%"
"05-01-2022","3.710","3.611","3.738","3.591","48.91K","3.57%"
"04-01-2022","3.582","3.674","3.777","3.573","56.26K","-2.61%"
"03-01-2022","3.678","3.554","3.709","3.500","52.87K","3.40%"